,proto_ipv6,status,url_stats,sales_phone,id,tech_email,city,policy_email,sales_email,tech_phone,media,proto_multicast,ixf_last_import,ixf_import_request,website,updated,service_level,terms,net_count,policy_phone,proto_unicast,region_continent,name,created,country,notes,status_dashboard,org_id,social_media,ixf_import_request_status,aka,fac_count,ixf_net_count,name_long,lat,lon
10,True,ok,https://www.nyiix.net/mrtg/sum.html,,14,cac@telehouse.com,New York,iixeng@telehouse.com,iixsales@telehouse.com,+17183552525,Ethernet,False,,,https://www.nyiix.net/locations/nyiix-new-york/,2023-03-07T18:44:03Z,Not Disclosed,Not Disclosed,197,,True,North America,NYIIX New York,2010-07-29T00:00:00Z,US,"For 24 x 7 support, please contact our Customer Assistance Center at cac@telehouse.com. For technical inquiries, please contact at iixeng@telehouse.com",,32,"[{'identifier': 'https://www.nyiix.net/locations/nyiix-new-york/', 'service': 'website'}]",queued,,7,0,New York International Internet eXchange,40.697104,-73.97953799999999
11,True,ok,https://ix.equinix.com/home/locations-and-traffic/#traffic,,17,support@equinix.com,Miami,support@equinix.com,,,Ethernet,False,,,http://www.equinix.com,2024-07-26T15:37:23Z,24/7 Support,Recurring Fees,172,,True,North America,Equinix Miami,2010-07-29T00:00:00Z,US,fka: NAP Of The Americas,,2,"[{'identifier': 'http://www.equinix.com', 'service': 'website'}]",queued,,2,0,Equinix Internet Exchange Miami,25.782417199999998,-80.22945849999999
12,True,ok,https://portal.linx.net/,,18,support@linx.net,London,info@linx.net,,,Ethernet,True,2023-12-14T22:20:25Z,2023-12-14T22:20:10Z,https://www.linx.net/,2020-06-29T07:53:16Z,Not Disclosed,Not Disclosed,823,,True,Europe,LINX LON1,2010-07-29T00:00:00Z,GB,used to be Juniper LAN,,791,"[{'identifier': 'https://www.linx.net/', 'service': 'website'}]",finished,,18,933,London Internet Exchange Ltd.,51.4893171,-0.08817979999999997
13,True,ok,https://metrics.ix.asn.au,,21,noc@ix.asn.au,Perth,peering@ix.asn.au,,+61892004980,Ethernet,False,2024-08-02T00:01:39Z,2024-07-11T06:05:16Z,https://internet.asn.au,2024-02-02T04:58:01Z,Normal Business Hours,Recurring Fees,72,+61892004980,True,Australia,WA-IX,2010-07-29T00:00:00Z,AU,"Further technical details including policies, communities and connection information can be found at https://internet.asn.au/services/peering/",,9636,"[{'identifier': 'https://internet.asn.au', 'service': 'website'}]",finished,IX Australia (Perth WA),5,93,West Australian Internet Exchange,-31.9558933,115.8605855
14,True,ok,,,22,ix@digitalrealty.com,Atlanta,ix@digitalrealty.com,,+18888359832,Ethernet,False,,,https://ix.digitalrealty.com,2021-11-01T23:23:30Z,Not Disclosed,Not Disclosed,152,+18888359832,True,North America,Digital Realty Atlanta,2010-07-29T00:00:00Z,US,"fka: Telx Internet Exchange (TIE)
fka: Atlanta-IX",,8592,"[{'identifier': 'https://ix.digitalrealty.com', 'service': 'website'}]",queued,,2,0,Digital Realty Atlanta Internet Exchange,33.767315499999995,-84.42031399999999
15,True,ok,https://www.nyiix.net/LA-mrtg/sum.html,,23,iixeng@telehouse.com,Los Angeles,,iixsales@telehouse.com,,Ethernet,False,,,https://www.nyiix.net/locations/nyiix-la/,2023-03-07T18:44:33Z,Not Disclosed,Not Disclosed,31,,True,North America,NYIIX Los Angeles,2010-07-29T00:00:00Z,US,,,32,"[{'identifier': 'https://www.nyiix.net/locations/nyiix-la/', 'service': 'website'}]",queued,,2,0,New York International Internet eXchange - Los Angeles,33.9984235,-118.41173905
16,True,ok,https://www.torix.ca/traffic-statistics/,,24,admin@torix.ca,Toronto,peering@torix.ca,,,Ethernet,False,2024-08-02T00:02:53Z,,https://www.torix.ca/,2023-06-04T17:32:53Z,Best Effort (no SLA),Not Disclosed,237,,True,North America,TorIX,2010-07-29T00:00:00Z,CA,Free Maple Syrup with every new connection! (please mention Nistor's PeeringDB special),,61,"[{'identifier': 'https://www.torix.ca/', 'service': 'website'}]",queued,,8,293,Toronto Internet Exchange Community,43.71752535,-79.37625125
17,True,ok,https://stats.ams-ix.net/,,26,noc@ams-ix.net,Amsterdam,info@ams-ix.net,,+31205141717,Ethernet,False,,,http://www.ams-ix.net/,2024-04-15T11:32:34Z,Not Disclosed,Not Disclosed,845,+31203058999,True,Europe,AMS-IX,2010-07-29T00:00:00Z,NL,,,2634,"[{'identifier': 'http://www.ams-ix.net/', 'service': 'website'}]",queued,,16,0,Amsterdam Internet Exchange,52.354619,4.9039699
18,True,ok,https://ix.equinix.com/home/locations-and-traffic/#traffic,,29,servicedesk.zh@eu.equinix.com,Zurich,,,+41435081038,Ethernet,False,,,https://www.equinix.ch/,2024-07-26T15:39:28Z,24/7 Support,Recurring Fees,42,,True,Europe,Equinix Zurich,2010-07-29T00:00:00Z,CH,Formerly TIX,,2,"[{'identifier': 'https://www.equinix.ch/', 'service': 'website'}]",queued,,3,0,Equinix Internet Exchange Zurich,47.377442450000004,8.5367237
19,True,ok,https://www.jpix.ad.jp/en/technical_traffic.php,,30,support@jpix.ad.jp,Tokyo,sales@jpix.ad.jp,,+81352553858,Ethernet,False,,,https://www.jpix.ad.jp/en/,2023-06-30T06:06:44Z,Not Disclosed,Not Disclosed,261,,True,Asia Pacific,JPIX TOKYO,2010-07-29T00:00:00Z,JP,,,5600,"[{'identifier': 'https://www.jpix.ad.jp/en/', 'service': 'website'}]",queued,,9,0,,28.056502799999997,145.02961325
20,True,ok,https://www.de-cix.net/en/locations/germany/frankfurt/statistics,,31,support@de-cix.net,Frankfurt,sales@de-cix.net,,+4969173090211,Ethernet,False,,,https://www.de-cix.net/en/locations/germany/frankfurt,2021-05-26T19:39:00Z,24/7 Support,Recurring Fees,989,+4969173090212,True,Europe,DE-CIX Frankfurt,2010-07-29T00:00:00Z,DE,"For peering with the DE-CIX Frankfurt route servers, please see:

[DE-CIX Frankfurt Route Servers](https://www.peeringdb.com/net/947)",,1187,"[{'identifier': 'https://www.de-cix.net/en/locations/germany/frankfurt', 'service': 'website'}]",queued,DE-CIX FRA,23,0,,50.12124765,8.6365827
21,True,ok,https://cixp.net/technical/members-traffic,,33,cixp.support@cern.ch,Geneva,,,,Ethernet,False,,,https://www.cixp.net/,2022-11-08T14:28:02Z,Not Disclosed,Not Disclosed,44,,True,Europe,CIXP,2010-07-29T00:00:00Z,CH,,,2670,"[{'identifier': 'https://www.cixp.net/', 'service': 'website'}]",queued,,3,0,CERN Internet eXchange Point,46.2048287,6.1430469
22,True,ok,,,34,noc-sfinx@noc.sfinx.fr,Paris,contact@sfinx.fr,,+33153942040,Ethernet,True,,,http://www.sfinx.fr/,2021-07-23T12:16:46Z,Not Disclosed,Not Disclosed,27,+33467163823,True,Europe,SFINX,2010-07-29T00:00:00Z,FR,,,3593,"[{'identifier': 'http://www.sfinx.fr/', 'service': 'website'}]",queued,,2,0,Service for French INternet eXchange,48.85886575,2.3469411
23,True,ok,https://www.mix-it.net/en/statistiche/,,35,noc@mix-it.net,Milan,info@mix-it.net,,+390240915701,Ethernet,True,,,https://www.mix-it.net/,2020-01-22T07:55:33Z,Not Disclosed,Not Disclosed,368,+390240915701,True,Europe,MIX-IT,2010-07-29T00:00:00Z,IT,,,3207,"[{'identifier': 'https://www.mix-it.net/', 'service': 'website'}]",queued,,11,0,Milan Internet eXchange,45.46129315,9.1594985
24,True,ok,https://www.hkix.net/hkix/stat/aggt/hkix-aggregate.html,,42,noc@hkix.net,Hong Kong,info@hkix.net,,+85239439900,Ethernet,False,,,https://www.hkix.net/,2020-01-22T04:24:06Z,Not Disclosed,Not Disclosed,276,+85239438800,True,Asia Pacific,HKIX,2010-07-29T00:00:00Z,HK,,,94,"[{'identifier': 'https://www.hkix.net/', 'service': 'website'}]",queued,,5,0,Hong Kong Internet Exchange,22.35252895,114.15986375
25,True,ok,https://www.twix.net/all_e.html,,43,twix@cht.com.tw,Taipei,twix@cht.com.tw,,,Ethernet,False,,,https://www.twix.net/index_e.html,2019-07-24T05:06:01Z,Not Disclosed,Not Disclosed,26,,True,Asia Pacific,TWIX,2010-07-29T00:00:00Z,TW,,,1023,"[{'identifier': 'https://www.twix.net/index_e.html', 'service': 'website'}]",queued,,0,0,Taiwan Internet Exchange,25.085375749999997,121.56154305
26,True,ok,https://www.inex.ie/ixp/statistics/ixp,,48,operations@inex.ie,Dublin,operations@inex.ie,,+35315313339,Ethernet,False,2024-08-02T00:03:55Z,,https://www.inex.ie/,2022-10-11T14:25:15Z,24/7 Support,Recurring Fees,104,+35315313339,True,Europe,INEX LAN1,2010-07-29T00:00:00Z,IE,,,679,"[{'identifier': 'https://www.inex.ie/', 'service': 'website'}]",queued,,6,116,Internet Neutral Exchange Association CLG,53.3546379,-6.2509543999999995
27,True,ok,https://www.vix.at/vix_statistics.html,,50,noc@vix.at,Vienna,,,+431427714030,Ethernet,False,,,http://www.vix.at,2020-01-22T04:24:06Z,Not Disclosed,Not Disclosed,154,,True,Europe,VIX,2010-07-29T00:00:00Z,AT,,,106,"[{'identifier': 'http://www.vix.at', 'service': 'website'}]",queued,,3,0,Vienna Internet Exchange,48.220287400000004,16.3796721
28,True,ok,,,52,network@kinx.net,Seoul,network@kinx.net,,+8225260900,Ethernet,False,,,https://www.kinx.net/?lang=en,2022-11-10T23:49:40Z,Not Disclosed,Not Disclosed,83,+8225260900,True,Asia Pacific,KINX,2010-07-29T00:00:00Z,KR,,,113,"[{'identifier': 'https://www.kinx.net/?lang=en', 'service': 'website'}]",queued,,8,0,Korean Internet Neutral Exchange,37.5650109,126.97410149999999
29,True,ok,https://www.lonap.net/traffic,,53,support@lonap.net,London,sales@lonap.net,sales@lonap.net,+442031378330,Ethernet,False,2024-08-02T00:04:45Z,2022-07-19T10:35:07Z,https://www.lonap.net/,2024-07-30T11:55:41Z,Not Disclosed,Recurring Fees,278,,True,Europe,LONAP,2010-07-29T00:00:00Z,GB,"LONAP is a not-for-profit IXP based in London UK. 

Founded in 1998, we now have over 280 connected networks.

For pricing and joining information, please see: 
https://www.lonap.net/fees",,115,"[{'identifier': 'https://www.lonap.net/', 'service': 'website'}]",finished,,15,335,London Access Point,51.4893171,-0.08817979999999997
30,True,ok,,,55,support@bix.hu,Budapest,peering@bix.hu,info@bix.hu,+36306266745,Ethernet,False,2020-12-07T00:00:45Z,,https://bix.hu/en,2022-08-05T10:03:52Z,Not Disclosed,Not Disclosed,95,+36306266745,True,Europe,BiX,2010-07-29T00:00:00Z,HU,,,15701,"[{'identifier': 'https://bix.hu/en', 'service': 'website'}]",queued,,4,159,Budapest Internet eXchange,47.48141835,19.13001575
31,True,ok,https://ftp.belnet.be/images/total-newbnix-daily.png,+3227903301,59,servicedesk@bnix.net,Brussels,servicedesk@bnix.net,servicedesk@bnix.net,+3227903301,Ethernet,True,2024-08-02T00:05:48Z,,https://www.bnix.net,2022-09-19T14:33:25Z,Not Disclosed,Not Disclosed,70,+3227903301,True,Europe,BNIX,2010-07-29T00:00:00Z,BE,,,214,"[{'identifier': 'https://www.bnix.net', 'service': 'website'}]",queued,,4,89,Belgian National Internet eXchange,50.855156199999996,4.3755366
32,True,ok,https://www.swissix.ch/infrastructure/statistics/,,60,noc@swissix.ch,Zurich,info@swissix.ch,info@swissix.ch,+41443307090,Ethernet,False,2024-08-02T00:06:38Z,,https://www.swissix.ch/,2024-03-07T11:09:56Z,24/7 Support,Recurring Fees,229,,True,Europe,SwissIX,2010-07-29T00:00:00Z,CH,,,131,"[{'identifier': 'https://www.swissix.ch/', 'service': 'website'}]",queued,,12,307,SwissIX Internet Exchange,47.377442450000004,8.5367237
33,True,ok,https://www.catnix.net/en/exchanged-traffic/,,62,com@csuc.cat,Barcelona,com@csuc.cat,,+34932056464,Ethernet,True,2024-07-02T00:06:46Z,,http://www.catnix.net,2022-11-02T10:50:20Z,24/7 Support,Not Disclosed,45,+34932056464,True,Europe,CATNIX,2010-07-29T00:00:00Z,ES,,,9273,"[{'identifier': 'http://www.catnix.net', 'service': 'website'}]",queued,CATNIX,3,51,Catalunya Neutral Internet Exchange,41.3924744,2.1404266
34,True,ok,https://www.espanix.net/stats/,,63,noc@espanix.net,Madrid,admision@espanix.net,comercial@espanix.net,+34913002724,Ethernet,False,,,https://www.espanix.net,2024-07-12T14:53:24Z,Not Disclosed,Not Disclosed,144,+34916370853,True,Europe,ESpanix Madrid Lower LAN,2010-07-29T00:00:00Z,ES,,,136,"[{'identifier': 'https://www.espanix.net', 'service': 'website'}]",queued,,5,0,Espanix Lower LAN,40.477853350000004,-3.7034351
35,True,ok,https://www.nl-ix.net/locations/,+31703120710,64,support@nl-ix.net,"Amsterdam, Rotterdam, Brussels, Antwerp, Luxembourg, Frankfurt, Düsseldorf, Berlin, London, Copenhagen, Paris, Marseille",,sales@nl-ix.net,+31703120710,Ethernet,False,2024-08-02T00:07:37Z,,https://www.nl-ix.net/,2023-04-19T15:10:47Z,24/7 Support,Recurring Fees,494,+31703120710,True,Europe,NL-ix,2010-07-29T00:00:00Z,NL,,,138,"[{'identifier': 'nl_ix', 'service': 'x'}, {'identifier': 'FaceB.NL.ix', 'service': 'facebook'}, {'identifier': 'https://www.nl-ix.net/', 'service': 'website'}]",queued,,85,728,Neutral Internet Exchange,0.0,0.0
36,True,ok,https://noc.rezopole.net/,,69,noc@franceix.net,Lyon and Grenoble,l2-support@franceix.net,sales@franceix.net,+33427460050,Ethernet,True,,,https://www.franceix.net,2024-04-11T11:45:12Z,24/7 Support,Recurring Fees,80,+33427460050,True,Europe,France-IX AURA,2010-07-29T00:00:00Z,FR,"max-prefix ipv4 : 200000

max-prefix ipv6 : 125000

Peering LAN MTU is 1500, but all physical ports are 9k capable for other services.",,752,"[{'identifier': 'https://www.franceix.net', 'service': 'website'}]",queued,"Lyonix, the Lyon IX",7,0,FranceIX Lyon and Grenoble,50.5023815,2.4947334999999997
37,True,ok,http://www.netnod.se/ix/statistics/,,70,noc@netnod.se,Stockholm,info@netnod.se,,+4686414580,Ethernet,True,,,http://www.netnod.se,2022-01-07T14:14:56Z,Not Disclosed,Not Disclosed,184,+46856286000,True,Europe,Netnod Stockholm GREEN -- MTU1500,2010-07-29T00:00:00Z,SE,,,2417,"[{'identifier': 'http://www.netnod.se', 'service': 'website'}]",queued,,12,0,Netnod AB,59.33376985,17.980379499999998
38,True,ok,https://www.nix.cz/,,71,net@nix.cz,Prague,ag@nix.cz,sales@nix.cz,+420246083470,Ethernet,True,2024-08-02T00:08:45Z,,http://www.nix.cz/,2023-04-18T14:27:28Z,Not Disclosed,Not Disclosed,164,+420246083460,True,Europe,NIX.CZ,2010-07-29T00:00:00Z,CZ,,,155,"[{'identifier': 'http://www.nix.cz/', 'service': 'website'}]",queued,,8,240,Neutral Internet Exchange in the Czech Republic,50.05966535,14.4656111
39,True,ok,https://gigapix.pt/pt/informacao-tecnica/estatisticas-de-trafego/,,72,noc@fccn.pt,Lisbon,info@fccn.pt,,+351218440101,Ethernet,False,,,http://www.gigapix.pt,2020-03-11T10:28:53Z,Not Disclosed,Not Disclosed,53,+351218440100,True,Europe,GigaPIX - LAN 1,2010-07-29T00:00:00Z,PT,Portuguese Internet Exchange Point in Lisbon SE06 Datacenter (LAN 1) and Equinix in Prior Velho.,,1232,"[{'identifier': 'http://www.gigapix.pt', 'service': 'website'}]",queued,,3,0,GIGAbit Portuguese Internet eXchange - LAN 1,38.744078900000005,-9.1580842
40,True,ok,http://www.megaport.com/services/ix-statistics/,,73,support@megaport.com,Munich,ix@megaport.com,ix@megaport.com,+4932211121713,Ethernet,True,2024-08-02T00:09:39Z,,https://www.megaport.com/services/internet-exchange/,2024-02-05T15:09:27Z,24/7 Support,Not Disclosed,38,+61730885996,True,Europe,MegaIX Munich,2010-07-29T00:00:00Z,DE,,,13167,"[{'identifier': 'https://www.megaport.com/services/internet-exchange/', 'service': 'website'}]",queued,ECIX-MUC (FKA INXS),2,45,Megaport MegaIX Munich,48.1548703,11.54184345
41,True,ok,https://www.de-cix.net/locations/hamburg/statistics,,74,support@de-cix.net,Hamburg,info@de-cix.net,,+4940228170219,Ethernet,False,,,https://www.de-cix.net/locations/hamburg,2021-11-17T11:42:28Z,24/7 Support,Recurring Fees,171,+4940228170219,True,Europe,DE-CIX Hamburg,2010-07-29T00:00:00Z,DE,"For peering with the DE-CIX Hamburg route servers, please see:

[DE-CIX Hamburg Route Servers](https://www.peeringdb.com/net/5547)

---",,1187,"[{'identifier': 'https://www.de-cix.net/locations/hamburg', 'service': 'website'}]",queued,DE-CIX HAM,7,0,,53.7113809,9.2148899
42,False,ok,,,77,admin@lix.lu,Luxemburg,admin@lix.lu,,,Ethernet,False,,,http://www.lix.lu,2016-03-14T21:29:07Z,Not Disclosed,Not Disclosed,0,,True,Europe,LIX,2010-07-29T00:00:00Z,LU,,,169,"[{'identifier': 'http://www.lix.lu', 'service': 'website'}]",queued,,0,0,Luxemburg Internet Exchange,49.60792785,6.13640955
43,True,ok,http://www.dix.dk/,,78,netdrift@deic.dk,Copenhagen,,,,Ethernet,False,,,http://www.dix.dk/,2016-07-01T13:23:47Z,Not Disclosed,Not Disclosed,29,,True,Europe,DIX,2010-07-29T00:00:00Z,DK,,,14520,"[{'identifier': 'http://www.dix.dk/', 'service': 'website'}]",queued,,4,0,Danish Internet Exchange,55.686724299999995,12.5700724
44,True,ok,,,82,noc@pacificwave.net,West Coast,,,,Ethernet,True,,,http://www.pacificwave.net/,2020-07-20T22:59:58Z,Not Disclosed,Not Disclosed,14,,True,North America,Pacific Wave,2010-07-29T00:00:00Z,US,Distributed exchange composed of site-local and inter-site VLAN's focused on international research & education data exchange.,,461,"[{'identifier': 'http://www.pacificwave.net/', 'service': 'website'}]",queued,,5,0,"Pacific Wave Exchange in LA, Sunnyvale and Seattle",-42.56369985,170.2654726
45,True,ok,https://www.nix.no/statistics/,,83,nix-drift@usit.uio.no,Oslo,nix-drift@usit.uio.no,,,Ethernet,False,2024-08-02T00:10:44Z,,https://www.nix.no,2019-01-28T21:23:32Z,Not Disclosed,Not Disclosed,63,,True,Europe,NIX1,2010-07-29T00:00:00Z,NO,,,14855,"[{'identifier': 'https://www.nix.no', 'service': 'website'}]",queued,,4,73,"Norwegian Internet Exchange, NIX1 (location 1)",59.97220885,10.7202773
46,True,ok,https://www.six.sk/stats,,84,six@six.sk,Bratislava,six@six.sk,,+421257104181,Ethernet,False,2024-08-02T00:11:27Z,2024-07-29T20:28:08Z,https://www.six.sk/,2024-07-30T10:58:33Z,Not Disclosed,Not Disclosed,55,+421257104184,True,Europe,SIX.SK,2010-07-29T00:00:00Z,SK,,,187,"[{'identifier': 'https://www.six.sk/', 'service': 'website'}]",finished,SIX,2,68,Slovak Internet eXchange,48.1358664,17.1152875
47,True,ok,,,85,noc@ndix.net,Enschede / Münster,Sales@ndix.net,,+31537114177,Ethernet,True,,,http://www.ndix.net,2020-01-22T04:24:06Z,Not Disclosed,Not Disclosed,16,+31537114150,True,Europe,NDIX,2010-07-29T00:00:00Z,NL,,,190,"[{'identifier': 'http://www.ndix.net', 'service': 'website'}]",queued,,6,0,Nederlands Duitse Internet Exchange,51.97239245,7.5757954000000005
48,True,ok,https://www.bcix.de/bcix/traffic/,+4930233219520,87,noc@bcix.de,Berlin,peering@bcix.de,sales@bcix.de,+4930233219555,Ethernet,False,2024-08-02T00:12:17Z,2024-06-13T14:25:44Z,https://www.bcix.de/,2022-05-25T13:47:39Z,24/7 Support,Recurring Fees,132,+4930233219520,True,Europe,BCIX,2010-07-29T00:00:00Z,DE,,,9771,"[{'identifier': 'https://www.bcix.de/', 'service': 'website'}]",finished,,12,166,Berlin Commercial Internet Exchange,52.50687675,13.42475295
49,True,ok,,,88,iaix-support@iadvantage.net,Hong Kong,,,,Ethernet,False,,,http://www.iadvantage.net,2019-08-26T03:53:48Z,Not Disclosed,Not Disclosed,10,,True,Asia Pacific,IAIX,2010-07-29T00:00:00Z,HK,,,12354,"[{'identifier': 'http://www.iadvantage.net', 'service': 'website'}]",queued,,1,0,iAdvantage Internet Exchange,22.35252895,114.15986375
50,True,ok,http://kb.wisc.edu/ns/page.php?id=6636,,89,noc@uwsys.net,Madison,peering@uwsys.net,,+16082634188,Ethernet,True,,,http://kb.wisc.edu/ns/page.php?id=6636,2024-02-15T20:10:03Z,Not Disclosed,Not Disclosed,16,+16082634188,True,North America,MadIX,2010-07-29T00:00:00Z,US,,,199,"[{'identifier': 'http://kb.wisc.edu/ns/page.php?id=6636', 'service': 'website'}]",queued,,2,0,Madison Internet Exchange,43.0850327,-89.4018729
51,True,ok,http://www.megaport.com/services/ix-statistics/,,91,support@megaport.com,Dusseldorf,ix@megaport.com,ix@megaport.com,+4932211121713,Ethernet,True,2024-08-02T00:13:08Z,,https://www.megaport.com/services/internet-exchange/,2024-02-05T15:09:14Z,24/7 Support,Not Disclosed,110,+61730885996,True,Europe,MegaIX Dusseldorf,2010-07-29T00:00:00Z,DE,,,13167,"[{'identifier': 'https://www.megaport.com/services/internet-exchange/', 'service': 'website'}]",queued,ECIX-DUS,3,133,Megaport MegaIX Dusseldorf,51.238430949999994,6.81437355
52,True,ok,,,92,ixp-ops@wide.ad.jp,Tokyo,,,,Ethernet,False,,,http://nspixp.wide.ad.jp/,2024-02-13T01:46:44Z,Not Disclosed,Not Disclosed,23,,True,Asia Pacific,DIX-IE,2010-07-29T00:00:00Z,JP,,,1073,"[{'identifier': 'http://nspixp.wide.ad.jp/', 'service': 'website'}]",queued,,4,0,Distributed IX in EDO (former NSPIXP2),28.056502799999997,145.02961325
53,True,ok,,,93,noc@sox.net.sg,Singapore,enquiry@sox.net.sg,,+6566683225,Ethernet,False,,,http://www.sox.net.sg/,2022-06-01T10:59:55Z,Not Disclosed,Not Disclosed,16,+6565166420,True,Asia Pacific,SOX,2010-07-29T00:00:00Z,SG,,,1279,"[{'identifier': 'http://www.sox.net.sg/', 'service': 'website'}]",queued,,2,0,Singapore Open Exchange,1.32142925,104.06916815
54,True,ok,https://ix.equinix.com/home/locations-and-traffic/#traffic,,94,ServiceDesk@equinix.com,Sydney,peering@ap.equinix.com,,+61272026500,Ethernet,False,,,https://www.equinix.com,2024-07-26T15:39:08Z,24/7 Support,Recurring Fees,222,+61283372000,True,Australia,Equinix Sydney,2010-07-29T00:00:00Z,AU,,,2,"[{'identifier': 'https://www.equinix.com', 'service': 'website'}]",queued,,7,0,Equinix Internet Exchange Sydney,-33.768714,150.80236150000002
